Marker	Genotype	Morex	Steptoe
brz	dh087	0	1
brz	dh088	1	0
brz	dh089	0	1
brz	dh090	0.005808	0.994192
brz	dh091	1	0
brz	dh092	1	0
brz	dh093	1	0
brz	dh094	0	1
brz	dh095	1	0
brz	dh096	1	0
brz	dh097	1	0
brz	dh098	1	0
brz	dh099	0	1
brz	dh100	0	1
brz	dh101	0	1
brz	dh102	0.994192	0.005808
brz	dh103	0	1
brz	dh104	0.994192	0.005808
brz	dh105	0	1
brz	dh106	0	1
brz	dh107	0	1
brz	dh108	0	1
brz	dh109	1	0
brz	dh110	1	0
brz	dh111	0	1
brz	dh112	0	1
brz	dh113	0	1
brz	dh114	0	1
brz	dh115	0	1
brz	dh116	1	0
brz	dh117	1	0
brz	dh118	1	0
brz	dh119	1	0
brz	dh120	1	0
brz	dh121	0	1
brz	dh122	0	1
brz	dh123	0	1
brz	dh124	1	0
brz	dh125	1	0
brz	dh126	0	1
brz	dh127	1	0
brz	dh128	1	0
brz	dh129	0	1
brz	dh130	0	1
brz	dh131	1	0
brz	dh132	0	1
brz	dh133	1	0
brz	dh134	0	1
brz	dh135	0	1
brz	dh136	0	1
brz	dh137	0	1
brz	dh138	0	1
brz	dh139	0	1
brz	dh140	0	1
brz	dh141	0	1
brz	dh142	1	0
brz	dh143	0	1
brz	dh144	0	1
brz	dh145	0.551745	0.448255
brz	dh146	1	0
brz	dh147	1	0
brz	dh148	0	1
brz	dh149	0.005808	0.994192
brz	dh150	0.551745	0.448255
abc156d	dh001	1	0
abc156d	dh002	0	1
abc156d	dh003	1	0
abc156d	dh004	1	0
abc156d	dh005	0	1
abc156d	dh006	0	1
abc156d	dh007	0	1
abc156d	dh008	1	0
abc156d	dh009	0	1
abc156d	dh010	1	0
abc156d	dh011	1	0
abc156d	dh012	0	1
abc156d	dh013	1	0
abc156d	dh014	0	1
abc156d	dh015	1	0
abc156d	dh016	0	1
abc156d	dh017	1	0
abc156d	dh018	1	0
abc156d	dh019	0	1
abc156d	dh020	1	0
abc156d	dh021	0	1
abc156d	dh022	0	1
abc156d	dh023	1	0
abc156d	dh024	0	1
abc156d	dh025	1	0
abc156d	dh026	1	0
abc156d	dh027	1	0
abc156d	dh028	1	0
abc156d	dh029	0	1
abc156d	dh030	0	1
abc156d	dh031	1	0
abc156d	dh032	1	0
abc156d	dh033	0	1
abc156d	dh034	1	0
abc156d	dh035	0	1
abc156d	dh036	1	0
abc156d	dh037	0	1
abc156d	dh038	0	1
abc156d	dh039	0	1
abc156d	dh040	1	0
abc156d	dh041	0	1
abc156d	dh042	0	1
abc156d	dh043	1	0
abc156d	dh044	1	0
abc156d	dh045	1	0
abc156d	dh046	0	1
abc156d	dh047	0	1
abc156d	dh048	1	0
abc156d	dh049	0	1
abc156d	dh050	1	0
abc156d	dh051	1	0
abc156d	dh052	1	0
abc156d	dh053	1	0
abc156d	dh054	0	1
abc156d	dh055	0	1
abc156d	dh056	1	0
abc156d	dh057	0	1
abc156d	dh058	1	0
abc156d	dh059	0	1
abc156d	dh060	0	1
abc156d	dh061	1	0
abc156d	dh062	0	1
abc156d	dh063	0	1
abc156d	dh064	1	0
abc156d	dh065	0	1
abc156d	dh066	0	1
abc156d	dh067	0	1
abc156d	dh068	0	1
abc156d	dh069	1	0
abc156d	dh070	0	1
abc156d	dh071	1	0
abc156d	dh072	0	1
abc156d	dh073	0	1
abc156d	dh074	1	0
abc156d	dh075	0	1
abc156d	dh076	1	0
abc156d	dh077	1	0
abc156d	dh078	0	1
abc156d	dh079	1	0
abc156d	dh080	0	1
abc156d	dh081	1	0
abc156d	dh082	0	1
abc156d	dh083	1	0
abc156d	dh084	1	0
abc156d	dh085	0	1
abc156d	dh086	0	1
abc156d	dh087	0	1
abc156d	dh088	1	0
abc156d	dh089	0	1
abc156d	dh090	0	1
abc156d	dh091	1	0
abc156d	dh092	1	0
abc156d	dh093	1	0
abc156d	dh094	0	1
abc156d	dh095	0	1
abc156d	dh096	1	0
abc156d	dh097	1	0
abc156d	dh098	1	0
abc156d	dh099	0	1
abc156d	dh100	0	1
abc156d	dh101	0	1
abc156d	dh102	1	0
abc156d	dh103	0	1
abc156d	dh104	1	0
abc156d	dh105	0	1
abc156d	dh106	0	1
abc156d	dh107	0	1
abc156d	dh108	0	1
abc156d	dh109	1	0
abc156d	dh110	1	0
abc156d	dh111	0	1
abc156d	dh112	0	1
abc156d	dh113	0	1
abc156d	dh114	0	1
abc156d	dh115	0	1
abc156d	dh116	1	0
abc156d	dh117	1	0
abc156d	dh118	1	0
abc156d	dh119	1	0
abc156d	dh120	1	0
abc156d	dh121	1	0
abc156d	dh122	1	0
abc156d	dh123	0	1
abc156d	dh124	1	0
abc156d	dh125	1	0
abc156d	dh126	0	1
abc156d	dh127	1	0
abc156d	dh128	1	0
abc156d	dh129	0	1
abc156d	dh130	0	1
abc156d	dh131	0	1
abc156d	dh132	0	1
abc156d	dh133	1	0
abc156d	dh134	0	1
abc156d	dh135	0	1
abc156d	dh136	0	1
abc156d	dh137	0	1
abc156d	dh138	0	1
abc156d	dh139	0	1
abc156d	dh140	0	1
abc156d	dh141	0	1
abc156d	dh142	1	0
abc156d	dh143	0	1
abc156d	dh144	0	1
abc156d	dh145	1	0
abc156d	dh146	1	0
abc156d	dh147	1	0
abc156d	dh148	0	1
abc156d	dh149	0	1
abc156d	dh150	1	0
abc455	dh001	1	0
abc455	dh002	1	0
abc455	dh003	1	0
abc455	dh004	1	0
abc455	dh005	0	1
abc455	dh006	1	0
abc455	dh007	0	1
abc455	dh008	1	0
abc455	dh009	0	1
abc455	dh010	1	0
abc455	dh011	1	0
abc455	dh012	0	1
abc455	dh013	0	1
abc455	dh014	1	0
abc455	dh015	1	0
abc455	dh016	0	1
abc455	dh017	1	0
abc455	dh018	1	0
abc455	dh019	0	1
abc455	dh020	0	1
abc455	dh021	0	1
abc455	dh022	0	1
abc455	dh023	0	1
abc455	dh024	1	0
abc455	dh025	1	0
abc455	dh026	1	0
abc455	dh027	1	0
abc455	dh028	1	0
abc455	dh029	1	0
abc455	dh030	0	1
abc455	dh031	1	0
abc455	dh032	1	0
abc455	dh033	0	1
abc455	dh034	1	0
abc455	dh035	0	1
abc455	dh036	1	0
abc455	dh037	0	1
abc455	dh038	0	1
abc455	dh039	0	1
abc455	dh040	1	0
abc455	dh041	0	1
abc455	dh042	0	1
abc455	dh043	0	1
abc455	dh044	1	0
abc455	dh045	1	0
abc455	dh046	0	1
abc455	dh047	1	0
abc455	dh048	1	0
abc455	dh049	0	1
abc455	dh050	1	0
abc455	dh051	1	0
abc455	dh052	1	0
abc455	dh053	1	0
abc455	dh054	0	1
abc455	dh055	0	1
abc455	dh056	1	0
abc455	dh057	0	1
abc455	dh058	0	1
abc455	dh059	0	1
abc455	dh060	1	0
abc455	dh061	1	0
abc455	dh062	1	0
abc455	dh063	0	1
abc455	dh064	1	0
abc455	dh065	0	1
abc455	dh066	0	1
abc455	dh067	0	1
abc455	dh068	0	1
abc455	dh069	1	0
abc455	dh070	0.680635	0.319365
abc455	dh071	1	0
abc455	dh072	1	0
abc455	dh073	0	1
abc455	dh074	0	1
abc455	dh075	0	1
abc455	dh076	1	0
abc455	dh077	1	0
abc455	dh078	1	0
abc455	dh079	1	0
abc455	dh080	0	1
abc455	dh081	1	0
abc455	dh082	1	0
abc455	dh083	1	0
abc455	dh084	1	0
abc455	dh085	0.02903	0.97097
abc455	dh086	0	1
abc455	dh087	0	1
abc455	dh088	1	0
abc455	dh089	0	1
abc455	dh090	1	0
abc455	dh091	1	0
abc455	dh092	1	0
abc455	dh093	1	0
abc455	dh094	1	0
abc455	dh095	0.680635	0.319365
abc455	dh096	1	0
abc455	dh097	1	0
abc455	dh098	1	0
abc455	dh099	0	1
abc455	dh100	1	0
abc455	dh101	0	1
abc455	dh102	1	0
abc455	dh103	0	1
abc455	dh104	1	0
abc455	dh105	0	1
abc455	dh106	0	1
abc455	dh107	1	0
abc455	dh108	1	0
abc455	dh109	1	0
abc455	dh110	1	0
abc455	dh111	0	1
abc455	dh112	0	1
abc455	dh113	0	1
abc455	dh114	0	1
abc455	dh115	0	1
abc455	dh116	1	0
abc455	dh117	1	0
abc455	dh118	1	0
abc455	dh119	1	0
abc455	dh120	1	0
abc455	dh121	1	0
abc455	dh122	1	0
abc455	dh123	0	1
abc455	dh124	1	0
abc455	dh125	1	0
abc455	dh126	0	1
abc455	dh127	1	0
abc455	dh128	0	1
abc455	dh129	0	1
abc455	dh130	1	0
abc455	dh131	0	1
abc455	dh132	0	1
abc455	dh133	1	0
abc455	dh134	0	1
abc455	dh135	1	0
abc455	dh136	1	0
abc455	dh137	0.02903	0.97097
abc455	dh138	0	1
abc455	dh139	1	0
abc455	dh140	0	1
abc455	dh141	0	1
abc455	dh142	1	0
abc455	dh143	1	0
abc455	dh144	0	1
abc455	dh145	0.97097	0.02903
abc455	dh146	1	0
abc455	dh147	1	0
abc455	dh148	0	1
abc455	dh149	0	1
abc455	dh150	1	0
amy2	dh001	1	0
amy2	dh002	1	0
amy2	dh003	1	0
amy2	dh004	1	0
amy2	dh005	1	0
amy2	dh006	1	0
amy2	dh007	0	1
amy2	dh008	1	0
amy2	dh009	0	1
amy2	dh010	0	1
amy2	dh011	0	1
amy2	dh012	0	1
amy2	dh013	0	1
amy2	dh014	1	0
amy2	dh015	0	1
amy2	dh016	1	0
amy2	dh017	1	0
amy2	dh018	1	0
amy2	dh019	0	1
amy2	dh020	0	1
amy2	dh021	0	1
amy2	dh022	0	1
amy2	dh023	0	1
amy2	dh024	1	0
amy2	dh025	1	0
amy2	dh026	1	0
amy2	dh027	1	0
amy2	dh028	0	1
amy2	dh029	1	0
amy2	dh030	0	1
amy2	dh031	1	0
amy2	dh032	1	0
amy2	dh033	0	1
amy2	dh034	1	0
amy2	dh035	0	1
amy2	dh036	1	0
amy2	dh037	0	1
amy2	dh038	0	1
amy2	dh039	0	1
amy2	dh040	1	0
amy2	dh041	0	1
amy2	dh042	0	1
amy2	dh043	0	1
amy2	dh044	1	0
amy2	dh045	1	0
amy2	dh046	0	1
amy2	dh047	1	0
amy2	dh048	1	0
amy2	dh049	0	1
amy2	dh050	1	0
amy2	dh051	1	0
amy2	dh052	1	0
amy2	dh053	1	0
amy2	dh054	0	1
amy2	dh055	0	1
amy2	dh056	1	0
amy2	dh057	0	1
amy2	dh058	1	0
amy2	dh059	0	1
amy2	dh060	1	0
amy2	dh061	1	0
amy2	dh062	1	0
amy2	dh063	0	1
amy2	dh064	1	0
amy2	dh065	0	1
amy2	dh066	0	1
amy2	dh067	0	1
amy2	dh068	0	1
amy2	dh069	1	0
amy2	dh070	1	0
amy2	dh071	1	0
amy2	dh072	1	0
amy2	dh073	0	1
amy2	dh074	0	1
amy2	dh075	0	1
amy2	dh076	1	0
amy2	dh077	1	0
amy2	dh078	1	0
amy2	dh079	1	0
amy2	dh080	0	1
amy2	dh081	1	0
amy2	dh082	1	0
amy2	dh083	1	0
amy2	dh084	1	0
amy2	dh085	0	1
amy2	dh086	0	1
amy2	dh087	0	1
amy2	dh088	1	0
amy2	dh089	0	1
amy2	dh090	1	0
amy2	dh091	1	0
amy2	dh092	1	0
amy2	dh093	1	0
amy2	dh094	1	0
amy2	dh095	1	0
amy2	dh096	1	0
amy2	dh097	1	0
amy2	dh098	1	0
amy2	dh099	0	1
amy2	dh100	1	0
amy2	dh101	0	1
amy2	dh102	1	0
amy2	dh103	0	1
amy2	dh104	1	0
amy2	dh105	0	1
amy2	dh106	0	1
amy2	dh107	1	0
amy2	dh108	1	0
amy2	dh109	1	0
amy2	dh110	0	1
amy2	dh111	0	1
amy2	dh112	0	1
amy2	dh113	0	1
amy2	dh114	0	1
amy2	dh115	0	1
amy2	dh116	1	0
amy2	dh117	1	0
amy2	dh118	1	0
amy2	dh119	1	0
amy2	dh120	1	0
amy2	dh121	1	0
amy2	dh122	1	0
amy2	dh123	0	1
amy2	dh124	1	0
amy2	dh125	0	1
amy2	dh126	0	1
amy2	dh127	1	0
amy2	dh128	0	1
amy2	dh129	1	0
amy2	dh130	1	0
amy2	dh131	0	1
amy2	dh132	0	1
amy2	dh133	1	0
amy2	dh134	0	1
amy2	dh135	1	0
amy2	dh136	1	0
amy2	dh137	0	1
amy2	dh138	0	1
amy2	dh139	1	0
amy2	dh140	0	1
amy2	dh141	0	1
amy2	dh142	1	0
amy2	dh143	1	0
amy2	dh144	0	1
amy2	dh145	1	0
amy2	dh146	1	0
amy2	dh147	1	0
amy2	dh148	0	1
amy2	dh149	0	1
amy2	dh150	1	0
ubi1	dh001	1	0
ubi1	dh002	1	0
ubi1	dh003	0	1
ubi1	dh004	0.192162	0.807838
ubi1	dh005	0	1
ubi1	dh006	1	0
ubi1	dh007	0	1
ubi1	dh008	0.992991	0.007009
ubi1	dh009	0.617751	0.382249
ubi1	dh010	0.007009	0.992991
ubi1	dh011	0.807838	0.192162
ubi1	dh012	0	1
ubi1	dh013	0.007009	0.992991
ubi1	dh014	1	0
ubi1	dh015	0.007009	0.992991
ubi1	dh016	1	0
ubi1	dh017	1	0
ubi1	dh018	0.981969	0.018031
ubi1	dh019	0.007009	0.992991
ubi1	dh020	0	1
ubi1	dh021	0	1
ubi1	dh022	0	1
ubi1	dh023	0	1
ubi1	dh024	1	0
ubi1	dh025	1	0
ubi1	dh026	1	0
ubi1	dh027	0	1
ubi1	dh028	0	1
ubi1	dh029	1	0
ubi1	dh030	0	1
ubi1	dh031	1	0
ubi1	dh032	1	0
ubi1	dh033	0	1
ubi1	dh034	1	0
ubi1	dh035	0	1
ubi1	dh036	1	0
ubi1	dh037	1	0
ubi1	dh038	0	1
ubi1	dh039	0	1
ubi1	dh040	1	0
ubi1	dh041	0	1
ubi1	dh042	0	1
ubi1	dh043	0	1
ubi1	dh044	0	1
ubi1	dh045	1	0
ubi1	dh046	0	1
ubi1	dh047	0	1
ubi1	dh048	1	0
ubi1	dh049	0	1
ubi1	dh050	1	0
ubi1	dh051	1	0
ubi1	dh052	1	0
ubi1	dh053	1	0
ubi1	dh054	0	1
ubi1	dh055	0	1
ubi1	dh056	1	0
ubi1	dh057	1	0
ubi1	dh058	0	1
ubi1	dh059	0	1
ubi1	dh060	0	1
ubi1	dh061	1	0
ubi1	dh062	1	0
ubi1	dh063	0	1
ubi1	dh064	1	0
ubi1	dh065	0	1
ubi1	dh066	0	1
ubi1	dh067	0	1
ubi1	dh068	0	1
ubi1	dh069	1	0
ubi1	dh070	1	0
ubi1	dh071	0	1
ubi1	dh072	1	0
ubi1	dh073	0	1
ubi1	dh074	0	1
ubi1	dh075	0	1
ubi1	dh076	0	1
ubi1	dh077	1	0
ubi1	dh078	1	0
ubi1	dh079	0.992991	0.007009
ubi1	dh080	0	1
ubi1	dh081	0	1
ubi1	dh082	1	0
ubi1	dh083	1	0
ubi1	dh084	1	0
ubi1	dh085	0	1
ubi1	dh086	0	1
ubi1	dh087	0	1
ubi1	dh088	1	0
ubi1	dh089	0	1
ubi1	dh090	1	0
ubi1	dh091	1	0
ubi1	dh092	1	0
ubi1	dh093	1	0
ubi1	dh094	1	0
ubi1	dh095	1	0
ubi1	dh096	0	1
ubi1	dh097	1	0
ubi1	dh098	1	0
ubi1	dh099	1	0
ubi1	dh100	1	0
ubi1	dh101	0	1
ubi1	dh102	1	0
ubi1	dh103	0	1
ubi1	dh104	0	1
ubi1	dh105	0	1
ubi1	dh106	0	1
ubi1	dh107	1	0
ubi1	dh108	1	0
ubi1	dh109	1	0
ubi1	dh110	0	1
ubi1	dh111	0	1
ubi1	dh112	0	1
ubi1	dh113	0	1
ubi1	dh114	0	1
ubi1	dh115	1	0
ubi1	dh116	0.192162	0.807838
ubi1	dh117	1	0
ubi1	dh118	1	0
ubi1	dh119	1	0
ubi1	dh120	1	0
ubi1	dh121	1	0
ubi1	dh122	1	0
ubi1	dh123	0	1
ubi1	dh124	1	0
ubi1	dh125	0.018031	0.981969
ubi1	dh126	0	1
ubi1	dh127	1	0
ubi1	dh128	0	1
ubi1	dh129	1	0
ubi1	dh130	1	0
ubi1	dh131	0	1
ubi1	dh132	0	1
ubi1	dh133	1	0
ubi1	dh134	1	0
ubi1	dh135	1	0
ubi1	dh136	0	1
ubi1	dh137	0	1
ubi1	dh138	1	0
ubi1	dh139	0	1
ubi1	dh140	0	1
ubi1	dh141	1	0
ubi1	dh142	1	0
ubi1	dh143	1	0
ubi1	dh144	0	1
ubi1	dh145	1	0
ubi1	dh146	1	0
ubi1	dh147	1	0
ubi1	dh148	0	1
ubi1	dh149	1	0
ubi1	dh150	0.981969	0.018031
abc310b	dh001	1	0
abc310b	dh002	1	0
abc310b	dh003	0	1
abc310b	dh004	0	1
abc310b	dh005	0	1
abc310b	dh006	1	0
abc310b	dh007	0	1
abc310b	dh008	1	0
abc310b	dh009	0.762637	0.237363
abc310b	dh010	0	1
abc310b	dh011	1	0
abc310b	dh012	0.00933	0.99067
abc310b	dh013	0	1
abc310b	dh014	1	0
abc310b	dh015	0	1
abc310b	dh016	1	0
abc310b	dh017	1	0
abc310b	dh018	0.986237	0.013763
abc310b	dh019	0	1
abc310b	dh020	0	1
abc310b	dh021	0	1
abc310b	dh022	0	1
abc310b	dh023	0	1
abc310b	dh024	1	0
abc310b	dh025	1	0
abc310b	dh026	1	0
abc310b	dh027	0	1
abc310b	dh028	0	1
abc310b	dh029	1	0
abc310b	dh030	0	1
abc310b	dh031	1	0
abc310b	dh032	1	0
abc310b	dh033	0	1
abc310b	dh034	1	0
abc310b	dh035	0	1
abc310b	dh036	1	0
abc310b	dh037	1	0
abc310b	dh038	0	1
abc310b	dh039	0	1
abc310b	dh040	1	0
abc310b	dh041	0	1
abc310b	dh042	0	1
abc310b	dh043	0	1
abc310b	dh044	0	1
abc310b	dh045	0	1
abc310b	dh046	0	1
abc310b	dh047	0	1
abc310b	dh048	1	0
abc310b	dh049	0	1
abc310b	dh050	1	0
abc310b	dh051	1	0
abc310b	dh052	1	0
abc310b	dh053	1	0
abc310b	dh054	0	1
abc310b	dh055	0	1
abc310b	dh056	1	0
abc310b	dh057	1	0
abc310b	dh058	0	1
abc310b	dh059	0	1
abc310b	dh060	0	1
abc310b	dh061	1	0
abc310b	dh062	1	0
abc310b	dh063	0	1
abc310b	dh064	1	0
abc310b	dh065	0	1
abc310b	dh066	0	1
abc310b	dh067	0	1
abc310b	dh068	0	1
abc310b	dh069	0.997307	0.002693
abc310b	dh070	1	0
abc310b	dh071	0	1
abc310b	dh072	1	0
abc310b	dh073	0	1
abc310b	dh074	0	1
abc310b	dh075	1	0
abc310b	dh076	0	1
abc310b	dh077	1	0
abc310b	dh078	1	0
abc310b	dh079	1	0
abc310b	dh080	0	1
abc310b	dh081	0	1
abc310b	dh082	1	0
abc310b	dh083	1	0
abc310b	dh084	1	0
abc310b	dh085	0	1
abc310b	dh086	0	1
abc310b	dh087	0	1
abc310b	dh088	1	0
abc310b	dh089	0	1
abc310b	dh090	1	0
abc310b	dh091	1	0
abc310b	dh092	1	0
abc310b	dh093	1	0
abc310b	dh094	1	0
abc310b	dh095	1	0
abc310b	dh096	0	1
abc310b	dh097	1	0
abc310b	dh098	1	0
abc310b	dh099	0.997307	0.002693
abc310b	dh100	0.997307	0.002693
abc310b	dh101	0	1
abc310b	dh102	1	0
abc310b	dh103	0	1
abc310b	dh104	0	1
abc310b	dh105	0	1
abc310b	dh106	0	1
abc310b	dh107	0.997307	0.002693
abc310b	dh108	1	0
abc310b	dh109	0.997307	0.002693
abc310b	dh110	0	1
abc310b	dh111	1	0
abc310b	dh112	0	1
abc310b	dh113	0	1
abc310b	dh114	0	1
abc310b	dh115	1	0
abc310b	dh116	0	1
abc310b	dh117	0.997307	0.002693
abc310b	dh118	1	0
abc310b	dh119	1	0
abc310b	dh120	1	0
abc310b	dh121	0.616612	0.383388
abc310b	dh122	1	0
abc310b	dh123	0	1
abc310b	dh124	1	0
abc310b	dh125	0.013763	0.986237
abc310b	dh126	0	1
abc310b	dh127	0	1
abc310b	dh128	1	0
abc310b	dh129	1	0
abc310b	dh130	1	0
abc310b	dh131	0	1
abc310b	dh132	0	1
abc310b	dh133	0.997307	0.002693
abc310b	dh134	0.997307	0.002693
abc310b	dh135	1	0
abc310b	dh136	0.002693	0.997307
abc310b	dh137	0	1
abc310b	dh138	1	0
abc310b	dh139	0	1
abc310b	dh140	0	1
abc310b	dh141	1	0
abc310b	dh142	0.997307	0.002693
abc310b	dh143	1	0
abc310b	dh144	0	1
abc310b	dh145	1	0
abc310b	dh146	1	0
abc310b	dh147	1	0
abc310b	dh148	0	1
abc310b	dh149	1	0
abc310b	dh150	0.986237	0.013763
psr129	dh001	1	0
psr129	dh002	0	1
psr129	dh003	0	1
psr129	dh004	0	1
psr129	dh005	0	1
psr129	dh006	1	0
psr129	dh007	0	1
psr129	dh008	1	0
psr129	dh009	1	0
psr129	dh010	0	1
psr129	dh011	0.98915	0.01085
psr129	dh012	0.017432	0.982568
psr129	dh013	0.01085	0.98915
psr129	dh014	1	0
psr129	dh015	1	0
psr129	dh016	0	1
psr129	dh017	1	0
psr129	dh018	1	0
psr129	dh019	0	1
psr129	dh020	0	1
psr129	dh021	0	1
psr129	dh022	0	1
psr129	dh023	0	1
psr129	dh024	0.716347	0.283653
psr129	dh025	1	0
psr129	dh026	0.98915	0.01085
psr129	dh027	0	1
psr129	dh028	0	1
psr129	dh029	1	0
psr129	dh030	0	1
psr129	dh031	0	1
psr129	dh032	1	0
psr129	dh033	0.01085	0.98915
psr129	dh034	1	0
psr129	dh035	0.01085	0.98915
psr129	dh036	1	0
psr129	dh037	1	0
psr129	dh038	0	1
psr129	dh039	0	1
psr129	dh040	1	0
psr129	dh041	0	1
psr129	dh042	0	1
psr129	dh043	0	1
psr129	dh044	0	1
psr129	dh045	0	1
psr129	dh046	0	1
psr129	dh047	0	1
psr129	dh048	1	0
psr129	dh049	0	1
psr129	dh050	0.98915	0.01085
psr129	dh051	1	0
psr129	dh052	0	1
psr129	dh053	1	0
psr129	dh054	0	1
psr129	dh055	0	1
psr129	dh056	1	0
psr129	dh057	1	0
psr129	dh058	0	1
psr129	dh059	0	1
psr129	dh060	0	1
psr129	dh061	1	0
psr129	dh062	1	0
psr129	dh063	0	1
psr129	dh064	1	0
psr129	dh065	0	1
psr129	dh066	0	1
psr129	dh067	0	1
psr129	dh068	0	1
psr129	dh069	1	0
psr129	dh070	1	0
psr129	dh071	0	1
psr129	dh072	1	0
psr129	dh073	1	0
psr129	dh074	0	1
psr129	dh075	0.98915	0.01085
psr129	dh076	1	0
psr129	dh077	1	0
psr129	dh078	1	0
psr129	dh079	1	0
psr129	dh080	0	1
psr129	dh081	0	1
psr129	dh082	1	0
psr129	dh083	1	0
psr129	dh084	1	0
psr129	dh085	0	1
psr129	dh086	0	1
psr129	dh087	0	1
psr129	dh088	1	0
psr129	dh089	0	1
psr129	dh090	1	0
psr129	dh091	1	0
psr129	dh092	1	0
psr129	dh093	1	0
psr129	dh094	1	0
psr129	dh095	1	0
psr129	dh096	0	1
psr129	dh097	1	0
psr129	dh098	1	0
psr129	dh099	1	0
psr129	dh100	1	0
psr129	dh101	0	1
psr129	dh102	1	0
psr129	dh103	0	1
psr129	dh104	0	1
psr129	dh105	0	1
psr129	dh106	1	0
psr129	dh107	1	0
psr129	dh108	1	0
psr129	dh109	1	0
psr129	dh110	0	1
psr129	dh111	1	0
psr129	dh112	0	1
psr129	dh113	0	1
psr129	dh114	0	1
psr129	dh115	1	0
psr129	dh116	0.01085	0.98915
psr129	dh117	1	0
psr129	dh118	1	0
psr129	dh119	1	0
psr129	dh120	1	0
psr129	dh121	0	1
psr129	dh122	0	1
psr129	dh123	0	1
psr129	dh124	1	0
psr129	dh125	0	1
psr129	dh126	0	1
psr129	dh127	0	1
psr129	dh128	1	0
psr129	dh129	1	0
psr129	dh130	1	0
psr129	dh131	0	1
psr129	dh132	0	1
psr129	dh133	1	0
psr129	dh134	1	0
psr129	dh135	1	0
psr129	dh136	0	1
psr129	dh137	0	1
psr129	dh138	1	0
psr129	dh139	0	1
psr129	dh140	0	1
psr129	dh141	1	0
psr129	dh142	1	0
psr129	dh143	1	0
psr129	dh144	0	1
psr129	dh145	1	0
psr129	dh146	1	0
psr129	dh147	1	0
psr129	dh148	0	1
psr129	dh149	1	0
psr129	dh150	1	0
abg461	dh001	1	0
abg461	dh002	0	1
abg461	dh003	0	1
abg461	dh004	0	1
abg461	dh005	0	1
abg461	dh006	1	0
abg461	dh007	0	1
abg461	dh008	0	1
abg461	dh009	1	0
abg461	dh010	0	1
abg461	dh011	1	0
abg461	dh012	0	1
abg461	dh013	0	1
abg461	dh014	1	0
abg461	dh015	1	0
abg461	dh016	0	1
abg461	dh017	1	0
abg461	dh018	1	0
abg461	dh019	0	1
abg461	dh020	0	1
abg461	dh021	0	1
abg461	dh022	0	1
abg461	dh023	0	1
abg461	dh024	0	1
abg461	dh025	0	1
abg461	dh026	1	0
abg461	dh027	0	1
abg461	dh028	1	0
abg461	dh029	1	0
abg461	dh030	0	1
abg461	dh031	0	1
abg461	dh032	1	0
abg461	dh033	0	1
abg461	dh034	1	0
abg461	dh035	0	1
abg461	dh036	0	1
abg461	dh037	1	0
abg461	dh038	0	1
abg461	dh039	0	1
abg461	dh040	0	1
abg461	dh041	0	1
abg461	dh042	0	1
abg461	dh043	1	0
abg461	dh044	0	1
abg461	dh045	0	1
abg461	dh046	0	1
abg461	dh047	0	1
abg461	dh048	1	0
abg461	dh049	0	1
abg461	dh050	1	0
abg461	dh051	1	0
abg461	dh052	0	1
abg461	dh053	0	1
abg461	dh054	1	0
abg461	dh055	0	1
abg461	dh056	0	1
abg461	dh057	1	0
abg461	dh058	0	1
abg461	dh059	0	1
abg461	dh060	0	1
abg461	dh061	1	0
abg461	dh062	1	0
abg461	dh063	0	1
abg461	dh064	1	0
abg461	dh065	0	1
abg461	dh066	0	1
abg461	dh067	0	1
abg461	dh068	0	1
abg461	dh069	1	0
abg461	dh070	1	0
abg461	dh071	0	1
abg461	dh072	1	0
abg461	dh073	1	0
abg461	dh074	1	0
abg461	dh075	1	0
abg461	dh076	1	0
abg461	dh077	1	0
abg461	dh078	0	1
abg461	dh079	1	0
abg461	dh080	0	1
abg461	dh081	0	1
abg461	dh082	0	1
abg461	dh083	1	0
abg461	dh084	1	0
abg461	dh085	1	0
abg461	dh086	0	1
abg461	dh087	0	1
abg461	dh088	1	0
abg461	dh089	0	1
abg461	dh090	1	0
abg461	dh091	1	0
abg461	dh092	0	1
abg461	dh093	1	0
abg461	dh094	1	0
abg461	dh095	0.60353	0.39647
abg461	dh096	0	1
abg461	dh097	1	0
abg461	dh098	1	0
abg461	dh099	1	0
abg461	dh100	1	0
abg461	dh101	0	1
abg461	dh102	1	0
abg461	dh103	1	0
abg461	dh104	0	1
abg461	dh105	0	1
abg461	dh106	1	0
abg461	dh107	1	0
abg461	dh108	1	0
abg461	dh109	1	0
abg461	dh110	0	1
abg461	dh111	1	0
abg461	dh112	0	1
abg461	dh113	0	1
abg461	dh114	0	1
abg461	dh115	1	0
abg461	dh116	0	1
abg461	dh117	1	0
abg461	dh118	1	0
abg461	dh119	1	0
abg461	dh120	1	0
abg461	dh121	0	1
abg461	dh122	0	1
abg461	dh123	0	1
abg461	dh124	1	0
abg461	dh125	0	1
abg461	dh126	0	1
abg461	dh127	0	1
abg461	dh128	1	0
abg461	dh129	1	0
abg461	dh130	1	0
abg461	dh131	0	1
abg461	dh132	0	1
abg461	dh133	0	1
abg461	dh134	0	1
abg461	dh135	1	0
abg461	dh136	0	1
abg461	dh137	0.040462	0.959538
abg461	dh138	0	1
abg461	dh139	0	1
abg461	dh140	0	1
abg461	dh141	1	0
abg461	dh142	1	0
